#Compound = Hypersthene     [Mg1.502Fe0.498Si2O6]
#energy [keV], cross section [cm^2 H^-1]
#       energy     extinction      scattering      absorption
       6.7544000   1.9389633e-24   1.3474957e-24   5.9146764e-25
       6.7546000   1.9388332e-24   1.3474161e-24   5.9141703e-25
       6.7548000   1.9387032e-24   1.3473371e-24   5.9136610e-25
       6.7550000   1.9385479e-24   1.3472318e-24   5.9131606e-25
       6.7552000   1.9384178e-24   1.3471528e-24   5.9126493e-25
       6.7554000   1.9382879e-24   1.3470736e-24   5.9121424e-25
       6.7556000   1.9381326e-24   1.3469685e-24   5.9116405e-25
       6.7558000   1.9380026e-24   1.3468897e-24   5.9111295e-25
       6.7560000   1.9378726e-24   1.3468098e-24   5.9106277e-25
       6.7562000   1.9377174e-24   1.3467060e-24   5.9101134e-25
       6.7564000   1.9375874e-24   1.3466268e-24   5.9096068e-25
       6.7566000   1.9374574e-24   1.3465467e-24   5.9091070e-25
       6.7568000   1.9373024e-24   1.3464428e-24   5.9085966e-25
       6.7570000   1.9371723e-24   1.3463635e-24   5.9080887e-25
       6.7572000   1.9370423e-24   1.3462834e-24   5.9075894e-25
       6.7574000   1.9369125e-24   1.3462046e-24   5.9070787e-25
       6.7576000   1.9367574e-24   1.3461006e-24   5.9065679e-25
       6.7578000   1.9366275e-24   1.3460206e-24   5.9060690e-25
       6.7580000   1.9364976e-24   1.3459411e-24   5.9055644e-25
       6.7582000   1.9363425e-24   1.3458372e-24   5.9050528e-25
       6.7584000   1.9362127e-24   1.3457582e-24   5.9045453e-25
       6.7586000   1.9360828e-24   1.3456782e-24   5.9040459e-25
       6.7588000   1.9359279e-24   1.3455740e-24   5.9035393e-25
       6.7590000   1.9357980e-24   1.3454952e-24   5.9030279e-25
       6.7592000   1.9356680e-24   1.3454153e-24   5.9025275e-25
       6.7594000   1.9355132e-24   1.3453110e-24   5.9020217e-25
       6.7596000   1.9353833e-24   1.3452323e-24   5.9015104e-25
       6.7598000   1.9352535e-24   1.3451527e-24   5.9010084e-25
       6.7600000   1.9350986e-24   1.3450479e-24   5.9005070e-25
       6.7602000   1.9349687e-24   1.3449690e-24   5.8999972e-25
       6.7604000   1.9348390e-24   1.3448895e-24   5.8994957e-25
       6.7606000   1.9346841e-24   1.3447851e-24   5.8989898e-25
       6.7608000   1.9345544e-24   1.3447062e-24   5.8984825e-25
       6.7610000   1.9344246e-24   1.3446275e-24   5.8979709e-25
       6.7612000   1.9342948e-24   1.3445478e-24   5.8974701e-25
       6.7614000   1.9341401e-24   1.3444437e-24   5.8969644e-25
       6.7616000   1.9340102e-24   1.3443648e-24   5.8964544e-25
       6.7618000   1.9338807e-24   1.3442850e-24   5.8959574e-25
       6.7620000   1.9337258e-24   1.3441811e-24   5.8954466e-25
       6.7622000   1.9335961e-24   1.3441022e-24   5.8949390e-25
       6.7624000   1.9334665e-24   1.3440229e-24   5.8944355e-25
       6.7626000   1.9333117e-24   1.3439184e-24   5.8939338e-25
       6.7628000   1.9331821e-24   1.3438400e-24   5.8934210e-25
       6.7630000   1.9330524e-24   1.3437613e-24   5.8929117e-25
       6.7632000   1.9328977e-24   1.3436562e-24   5.8924141e-25
       6.7634000   1.9327681e-24   1.3435768e-24   5.8919134e-25
       6.7636000   1.9326384e-24   1.3434980e-24   5.8914043e-25
       6.7638000   1.9324839e-24   1.3433937e-24   5.8909018e-25
       6.7640000   1.9323542e-24   1.3433154e-24   5.8903884e-25
       6.7642000   1.9322245e-24   1.3432355e-24   5.8898904e-25
       6.7644000   1.9320700e-24   1.3431312e-24   5.8893883e-25
       6.7646000   1.9319404e-24   1.3430531e-24   5.8888730e-25
       6.7648000   1.9318109e-24   1.3429734e-24   5.8883756e-25
       6.7650000   1.9316563e-24   1.3428696e-24   5.8878666e-25
       6.7652000   1.9315266e-24   1.3427905e-24   5.8873610e-25
       6.7654000   1.9313972e-24   1.3427115e-24   5.8868568e-25
       6.7656000   1.9312677e-24   1.3426324e-24   5.8863524e-25
       6.7658000   1.9311132e-24   1.3425279e-24   5.8858535e-25
